Thr_F,Thr_UF,N,Pearson_r,Pearson_p,Spearman_rho,Spearman_p
0.37,0.59,37,0.5496367984220059,0.0004257500566598777,0.5247806645060561,0.0008545212229415274
0.37,0.61,37,0.5565926189528708,0.0003468929165947594,0.5492056118373365,0.0004311272251931533
0.37,0.63,37,0.5532777180604226,0.00038267792045697545,0.5117382169019743,0.001206323523724149
0.37,0.65,37,0.5555049314010191,0.00035829027989726003,0.5171923313545902,0.0010460891598365316
0.37,0.67,37,0.5172336851871958,0.001044949899125427,0.5096039982031244,0.0012746935577097993
0.37,0.69,37,0.5596807862232637,0.00031627867589283565,0.5278634248488391,0.0007860462575633434
0.37,0.71,37,0.577453059717445,0.00018251935950923598,0.5131610293678741,0.0011625619066382385
0.37,0.73,37,0.5709476291722996,0.00022402078486734263,0.48660186333774386,0.0022588955274696633
0.37,0.75,37,0.5819648887408775,0.00015793874169194247,0.4868389987487271,0.0022460576439119954
0.37,0.77,37,0.5758196072243955,0.00019223245750536226,0.47201803556227045,0.003182819847211531
0.37,0.79,37,0.5551938550042015,0.0003616108573502386,0.4741522542611203,0.003029846429905069
0.37,0.81,37,0.5535456343552743,0.00037966788128330993,0.45506285367696414,0.0046563086786304666
0.37,0.83,37,0.4382408663021925,0.006668403211462889,0.3756224909975567,0.021962559710265544
0.37,0.85,37,0.4052013589562242,0.012850151484301128,0.3740811108261652,0.022556482870580104
0.37,0.87,37,0.4204142387515762,0.009575066079620302,0.36317288192093305,0.027152360518523915
0.37,0.89,37,0.49074662094899824,0.0020435205205217065,0.4440360570662404,0.005904100177181321
0.37,0.91,36,0.24547063417176881,0.14901185126978925,0.41359336550103265,0.01216271106487448
0.37,0.93,36,0.4462403844987599,0.006372619688645444,0.4979082283716135,0.0020009312317276966
0.37,0.95,28,0.15732403334025127,0.4239869919811883,0.2710101388158196,0.1630353229948165
0.39,0.45,37,0.398712894579704,0.014511152121486046,0.41131137035054416,0.0114359663505905
0.39,0.47,37,0.4051639806364544,0.0128592383216488,0.40799147459677787,0.012187022812403678
0.39,0.49,37,0.4096607933141596,0.011804312266373858,0.40443444343202833,0.01303768344795757
0.39,0.51,37,0.4136672063459396,0.010927157618042943,0.40585725589792815,0.012691581703699136
0.39,0.53,37,0.43005112509828186,0.007892628912240771,0.41818829726906004,0.010004430965466396
0.39,0.55,37,0.4551728752164103,0.004645110112303804,0.4268437397699507,0.008421994572353347
0.39,0.57,37,0.4880359609984782,0.002182227705395686,0.4577899109032722,0.00438551983039406
0.39,0.59,37,0.50910849423273,0.0012910477462221008,0.4896846236805268,0.0020969144120307937
0.39,0.61,37,0.5167485378325936,0.0010583845897583115,0.4896846236805268,0.0020969144120307937
0.39,0.63,37,0.5157928489446966,0.0010852969875921508,0.4855347539883189,0.002317464527390989
0.39,0.65,37,0.517892706956067,0.0010269419228739272,0.47023951997989566,0.0033153941856078023
0.39,0.67,37,0.48612077910927876,0.002285137712051318,0.46893527521948747,0.0034156464765490516
0.39,0.69,37,0.5235968897352116,0.0008821884513874684,0.48814324350913524,0.002176585076953133
0.39,0.71,37,0.536268502217718,0.0006234165454702397,0.4847047800498773,0.0023639330068280146
0.39,0.73,37,0.5288147811959786,0.0007659209637559967,0.45790847860876377,0.0043740626280382375
0.39,0.75,37,0.5390001573851938,0.0005774217506023552,0.46763103045907933,0.003518526353196478
0.39,0.77,37,0.5342069745920047,0.000660255680166073,0.4654968117602295,0.0036926924612718575
0.39,0.79,37,0.5214812428983352,0.0009336174961178785,0.4555371244989307,0.004608201096611599
0.39,0.81,37,0.5227902295644027,0.0009014935781858069,0.4394119165520659,0.0065074508431097675
0.39,0.83,37,0.4184698838560799,0.009949225567840279,0.37431824623714843,0.022464250838851594
0.39,0.85,37,0.3868926632960095,0.018003178613808492,0.3675598870241242,0.02521890932779442
0.39,0.87,37,0.39837666817334183,0.01460193819626602,0.3437277782203019,0.03725174689907962
0.39,0.89,37,0.46293908420244784,0.003911248719970769,0.41972967744045153,0.00970540684663956
0.39,0.91,36,0.23335356970167662,0.17077895488142594,0.4134646405195509,0.012192289129374303
0.39,0.93,36,0.4391631862872434,0.007369867740071848,0.45182468500112816,0.005669758434825858
0.39,0.95,28,0.1511605400420783,0.44259013491274435,0.27675883873009455,0.15394743796256283
0.41,0.45,37,0.37576999863842525,0.02190641068583672,0.35831160599577533,0.0294360528734948
0.41,0.47,37,0.3816497423042669,0.019763555280114427,0.36186863716052486,0.027750203585843205
0.41,0.49,37,0.38555572892529394,0.018439093293923226,0.3641214235648663,0.026724274407623497
0.41,0.51,37,0.3887252136183906,0.01741971487673702,0.36791559014059916,0.02506726998238098
0.41,0.53,37,0.40321307977689297,0.013341116168713302,0.38427793349844724,0.01886394572732606
0.41,0.55,37,0.42557736025652354,0.008639209925411073,0.40431587572653666,0.013066882038662974
0.41,0.57,37,0.4565595518737815,0.00450595278072187,0.42269387007774284,0.009151725244370459
0.41,0.59,37,0.4769553185387349,0.002838694666969767,0.4733222803226787,0.003088556871317449
0.41,0.61,37,0.486016324328752,0.0022908706522650987,0.4730851449116954,0.003105512350805184
0.41,0.63,37,0.4865873133392882,0.002259685313921643,0.45281006727262274,0.004890802461624136
0.41,0.65,37,0.4886924381931048,0.00214789940436103,0.450320145457298,0.005161794642556977
0.41,0.67,37,0.4622657425504537,0.003970619588569633,0.4459331403541068,0.005670887151860956
0.41,0.69,37,0.49525771335754876,0.001829775611239235,0.45814561401974707,0.0043512260078297305
0.41,0.71,37,0.5046748169193167,0.0014458197017639912,0.46300688994490485,0.003905312989877436
0.41,0.73,37,0.4964287374372909,0.001777608001413276,0.4349063437433831,0.007145582311790082
0.41,0.75,37,0.5051999803405639,0.001426672066682474,0.4409532967234574,0.00630069933628797
0.41,0.77,37,0.5007445099531498,0.0015964526802715007,0.4509129839847562,0.005096123310720047
0.41,0.79,37,0.49156742024233746,0.0020030738958923496,0.4360920207982996,0.006972656645633751
0.41,0.81,37,0.4955538389749948,0.0018164581655809142,0.4237609794271677,0.008959111156540776
0.41,0.83,37,0.40019781430849466,0.014115872191733944,0.3496561634948846,0.033892364967373904
0.41,0.85,37,0.37268457593328763,0.023106060410260542,0.33270098160957823,0.0442192595732084
0.41,0.87,37,0.3777722142802539,0.021156000719669922,0.31029168527165585,0.06161166501995965
0.41,0.89,37,0.4382549047911782,0.006666453648083233,0.39755751651351245,0.01482512703672015
0.41,0.91,36,0.22413697432418103,0.18879445852936705,0.37085667164907415,0.02596821092150843
0.41,0.93,36,0.4333408107586696,0.008287743967156843,0.4430713862603655,0.006803821258632257
0.41,0.95,28,0.1465288367938025,0.45685374356243263,0.2622502151369244,0.1776050393451503
0.43,0.45,37,0.3653632338857755,0.02617227167471806,0.35843017370126695,0.029378531550182958
0.43,0.47,37,0.37091601354642667,0.023817951617286875,0.3547545748310257,0.031205243217759724
0.43,0.49,37,0.3745175071116168,0.022386992367777386,0.348826189556443,0.03434719346047166
0.43,0.51,37,0.37723876569070175,0.02135380789970281,0.3568887935298754,0.03013356260325484
0.43,0.53,37,0.39058556573478853,0.01684369769931764,0.35890444452323356,0.02914937004058469
0.43,0.55,37,0.4112618089519259,0.011446882810731295,0.37147262130534875,0.023591967644871682
0.43,0.57,37,0.44091354069470534,0.006305960093663032,0.4030116309661284,0.013391732467402771
0.43,0.59,37,0.4608140331161314,0.0041012888335863265,0.4471188174090234,0.0055291990895559575
0.43,0.61,37,0.4707663190215343,0.0032756333825992496,0.4449845987101736,0.005786481089320512
0.43,0.63,37,0.47231338799951744,0.0031612568368900563,0.4340763698049416,0.007268808645232815
0.43,0.65,37,0.47471492573854,0.0029905999475557388,0.43075647405117523,0.007780115752428043
0.43,0.67,37,0.4518189696016313,0.004997158088639414,0.4395304842575576,0.00649134238671867
0.43,0.69,37,0.4821908279791383,0.0025096962400088284,0.4454588695321402,0.00572843276973763
0.43,0.71,37,0.49016189955258793,0.002072769041786226,0.45138725480672287,0.005044107234374839
0.43,0.73,37,0.4817928674365541,0.0025334768615594395,0.43300926045551663,0.007429917535696892
0.43,0.75,37,0.48959501407406425,0.0021014751481476007,0.41913683891299325,0.00981950218475801
0.43,0.77,37,0.4852593301169436,0.0023327954831785323,0.43561774997633296,0.007041390808473548
0.43,0.79,37,0.47762030191779137,0.002794922935484608,0.4315864479896168,0.007649485077920327
0.43,0.81,37,0.4829782272400101,0.002463218725056834,0.42138962531733465,0.009391931341311187
0.43,0.83,37,0.3937526777043784,0.01589984963343597,0.3383922314731776,0.04050234211148458
0.43,0.85,37,0.3680057760505749,0.025028943113832882,0.32760257027343714,0.04777832902291814
0.43,0.87,37,0.370224229044285,0.02410131692311832,0.3080388988673144,0.06362391748293784
0.43,0.89,37,0.4271513041749048,0.008369950143422431,0.37123548589436545,0.02368802668661174
0.43,0.91,36,0.22196030854099272,0.1932375064323408,0.36351934770461136,0.029308651711888935
0.43,0.93,36,0.4315306807289227,0.00859229014153449,0.4417841364455475,0.006985992755684548
0.43,0.95,28,0.14568865019548946,0.4594669164837772,0.25157405815327094,0.19656499215266954
0.45,0.45,37,0.35444365346330325,0.031363947586764064,0.32843254421187873,0.04718375370489928
0.45,0.47,37,0.3596113831864181,0.028810518186729375,0.33210814308212,0.0446217687334884
0.45,0.49,37,0.3629419766418053,0.027257422238112616,0.3466919708575933,0.03553968830440565
0.45,0.51,37,0.3653573641470047,0.026174858520539974,0.3431349396928437,0.03760208491229497
0.45,0.53,37,0.37780952424189934,0.021142223170609868,0.34941902808390124,0.03402181064052398
0.45,0.55,37,0.3971184230493174,0.014945942445218697,0.3683898609625658,0.024866258947615072
0.45,0.57,37,0.4256292856666916,0.00863021023556615,0.38570074596434706,0.018391386741198865
0.45,0.59,37,0.4450666647871334,0.005776400499013117,0.42814798453035885,0.008203182425267956
0.45,0.61,37,0.45541137029895706,0.004620914846185914,0.4293336615852754,0.008008500966722409
0.45,0.63,37,0.4577869996989675,0.004385801466927464,0.421271057611843,0.009414032424707543
0.45,0.65,37,0.46062048886504414,0.004118988583328687,0.41842543268004334,0.009957922993050138
0.45,0.67,37,0.4407138163733822,0.0063324460417956115,0.4308750417566669,0.007761338048259229
0.45,0.69,37,0.46904558911043903,0.003407066139460176,0.44747452052549835,0.005487292738664857
0.45,0.71,37,0.47626193156852237,0.002884972015860217,0.42518379189306754,0.008707684135628287
0.45,0.73,37,0.46824727653542725,0.0034695853163306395,0.41202277658349407,0.011280241916051691
0.45,0.75,37,0.47543296109188166,0.0029411611218974044,0.41320845363841063,0.011024701360161648
0.45,0.77,37,0.47136545753885084,0.0032309179051989785,0.42589519812601745,0.008584247857261152
0.45,0.79,37,0.4644188675570087,0.0037834728486641584,0.39992887062334553,0.014186782584291582
0.45,0.81,37,0.4709160073671143,0.0032644115005716467,0.39909889668490395,0.014407513035052381
0.45,0.83,37,0.38581260990388083,0.018354657239006734,0.3412378564049773,0.03874121975791997
0.45,0.85,37,0.36106682183510164,0.028123098717665482,0.32772113797892877,0.04769302291427824
0.45,0.87,37,0.36296746679703173,0.027245807794161223,0.3041261645860899,0.06724192341765502
0.45,0.89,37,0.4180697004820212,0.01002775994985014,0.3885463708961468,0.017475949240896134
0.45,0.91,36,0.21990726969556476,0.1974949499728144,0.36261827283423875,0.029742176752790367
0.45,0.93,36,0.42962461635721655,0.008923249285205957,0.4546566345937278,0.005339577752530357
0.45,0.95,28,0.1445865467459224,0.46290661690398105,0.25157405815327094,0.19656499215266954
